Date,Close**
4/9/2012,4.86
4/10/2012,4.83
4/11/2012,4.9
4/12/2012,4.92
4/13/2012,4.95
4/14/2012,4.96
4/15/2012,5.02
4/16/2012,4.95
4/17/2012,4.99
4/18/2012,5.11
4/19/2012,5.18
4/20/2012,5.3
4/21/2012,5.26
4/22/2012,5.27
4/23/2012,5.16
4/24/2012,5.11
4/25/2012,5.15
4/26/2012,5.1
4/27/2012,5.16
4/28/2012,5
4/29/2012,4.92
4/30/2012,4.99
5/1/2012,5
5/2/2012,5.06
5/3/2012,5.16
5/4/2012,5.1
5/5/2012,5.11
5/6/2012,5.07
5/7/2012,5.09
5/8/2012,5.1
5/9/2012,5.06
5/10/2012,4.96
5/11/2012,5.03
5/12/2012,5.02
5/13/2012,4.95
5/14/2012,5.01
5/15/2012,5.04
5/16/2012,5.09
5/17/2012,5.1
5/18/2012,5.13
5/19/2012,5.1
5/20/2012,5.12
5/21/2012,5.15
5/22/2012,5.1
5/23/2012,5.14
5/24/2012,5.12
5/25/2012,5.15
5/26/2012,5.1
5/27/2012,5.14
5/28/2012,5.14
5/29/2012,5.16
5/30/2012,5.16
5/31/2012,5.18
6/1/2012,5.23
6/2/2012,5.25
6/3/2012,5.21
6/4/2012,5.27
6/5/2012,5.34
6/6/2012,5.46
6/7/2012,5.53
6/8/2012,5.62
6/9/2012,5.6
6/10/2012,5.47
6/11/2012,5.59
6/12/2012,5.69
6/13/2012,5.87
6/14/2012,5.95
6/15/2012,6.2
6/16/2012,6.32
6/17/2012,6.4
6/18/2012,6.49
6/19/2012,6.5
6/20/2012,6.59
6/21/2012,6.69
6/22/2012,6.71
6/23/2012,6.51
6/24/2012,6.59
6/25/2012,6.43
6/26/2012,6.43
6/27/2012,6.5
6/28/2012,6.6
6/29/2012,6.66
6/30/2012,6.68
7/1/2012,6.66
7/2/2012,6.74
7/3/2012,6.69
7/4/2012,6.58
7/5/2012,6.63
7/6/2012,6.75
7/7/2012,6.75
7/8/2012,6.8
7/9/2012,6.92
7/10/2012,7.06
7/11/2012,7.24
7/12/2012,7.59
7/13/2012,7.52
7/14/2012,7.64
7/15/2012,7.66
7/16/2012,7.98
7/17/2012,8.78
7/18/2012,9.18
7/19/2012,9.03
7/20/2012,8.54
7/21/2012,9.23
7/22/2012,8.54
7/23/2012,8.51
7/24/2012,8.68
7/25/2012,8.86
7/26/2012,8.84
7/27/2012,8.91
7/28/2012,8.94
7/29/2012,8.71
7/30/2012,9.04
7/31/2012,9.33
8/1/2012,9.5
8/2/2012,10.41
8/3/2012,10.68
8/4/2012,11.01
8/5/2012,11.14
8/6/2012,11.16
8/7/2012,11.23
8/8/2012,11.06
8/9/2012,11.06
8/10/2012,11.56
8/11/2012,11.53
8/12/2012,11.63
8/13/2012,11.93
8/14/2012,12.1
8/15/2012,12.69
8/16/2012,13.48
8/17/2012,12.36
8/18/2012,12.86
8/19/2012,10.66
8/20/2012,10.58
8/21/2012,10.43
8/22/2012,10.28
8/23/2012,10.21
8/24/2012,10.45
8/25/2012,10.3
8/26/2012,10.62
8/27/2012,10.99
8/28/2012,11.95
8/29/2012,11.17
8/30/2012,10.89
8/31/2012,10.76
9/1/2012,10.35
9/2/2012,10.31
9/3/2012,10.44
9/4/2012,10.45
9/5/2012,10.79
9/6/2012,10.92
9/7/2012,11.14
9/8/2012,11.11
9/9/2012,11.15
9/10/2012,11.16
9/11/2012,11.16
9/12/2012,11.33
9/13/2012,11.38
9/14/2012,11.61
9/15/2012,11.76
9/16/2012,11.85
9/17/2012,11.95
9/18/2012,12.16
9/19/2012,12.47
9/20/2012,12.42
9/21/2012,12.48
9/22/2012,12.44
9/23/2012,12.25
9/24/2012,12.26
9/25/2012,12.24
9/26/2012,12.27
9/27/2012,12.31
9/28/2012,12.43
9/29/2012,12.44
9/30/2012,12.49
10/1/2012,12.43
10/2/2012,12.78
10/3/2012,12.89
10/4/2012,12.88
10/5/2012,12.96
10/6/2012,12.73
10/7/2012,12.17
10/8/2012,11.88
10/9/2012,11.95
10/10/2012,12.17
10/11/2012,12.05
10/12/2012,12.01
10/13/2012,11.98
10/14/2012,11.89
10/15/2012,11.87
10/16/2012,11.9
10/17/2012,11.83
10/18/2012,11.94
10/19/2012,11.89
10/20/2012,11.89
10/21/2012,11.74
10/22/2012,11.73
10/23/2012,11.67
10/24/2012,11.78
10/25/2012,11.31
10/26/2012,10.32
10/27/2012,10.68
10/28/2012,10.73
10/29/2012,10.63
10/30/2012,10.92
10/31/2012,11.1
11/1/2012,10.95
11/2/2012,10.99
11/3/2012,11
11/4/2012,10.63
11/5/2012,10.74
11/6/2012,10.9
11/7/2012,10.96
11/8/2012,10.98
11/9/2012,10.96
11/10/2012,10.89
11/11/2012,10.91
11/12/2012,11
11/13/2012,11.17
11/14/2012,10.97
11/15/2012,11.14
11/16/2012,11.72
11/17/2012,11.79
11/18/2012,11.74
11/19/2012,11.81
11/20/2012,11.73
11/21/2012,11.8
11/22/2012,11.92
11/23/2012,12.33
11/24/2012,12.42
11/25/2012,12.47
11/26/2012,12.39
11/27/2012,12.53
11/28/2012,12.38
11/29/2012,12.45
11/30/2012,12.61
12/1/2012,12.6
12/2/2012,12.55
12/3/2012,12.68
12/4/2012,13.18
12/5/2012,13.36
12/6/2012,13.44
12/7/2012,13.51
12/8/2012,13.51
12/9/2012,13.46
12/10/2012,13.52
12/11/2012,13.56
12/12/2012,13.67
12/13/2012,13.79
12/14/2012,13.77
12/15/2012,13.62
12/16/2012,13.65
12/17/2012,13.39
12/18/2012,13.38
12/19/2012,13.46
12/20/2012,13.52
12/21/2012,13.53
12/22/2012,13.54
12/23/2012,13.32
12/24/2012,13.46
12/25/2012,13.43
12/26/2012,13.46
12/27/2012,13.42
12/28/2012,13.49
12/29/2012,13.49
12/30/2012,13.48
12/31/2012,13.53
1/1/2013,13.5
1/2/2013,13.48
1/3/2013,13.4
1/4/2013,13.49
1/5/2013,13.44
1/6/2013,13.51
1/7/2013,13.53
1/8/2013,13.61
1/9/2013,13.77
1/10/2013,14.05
1/11/2013,14.15
1/12/2013,14.3
1/13/2013,14.31
1/14/2013,14.31
1/15/2013,14.3
1/16/2013,14.54
1/17/2013,15.44
1/18/2013,15.54
1/19/2013,15.65
1/20/2013,15.81
1/21/2013,16.31
1/22/2013,17.16
1/23/2013,17.56
1/24/2013,17.08
1/25/2013,18.56
1/26/2013,18.48
1/27/2013,17.77
1/28/2013,18.56
1/29/2013,19.47
1/30/2013,19.78
1/31/2013,20.27
2/1/2013,20.52
2/2/2013,19.64
2/3/2013,20.72
2/4/2013,20.58
2/5/2013,20.76
2/6/2013,20.96
2/7/2013,21.7
2/8/2013,22.25
2/9/2013,23.54
2/10/2013,23.88
2/11/2013,24.54
2/12/2013,25.12
2/13/2013,25.08
2/14/2013,25.91
2/15/2013,27.15
2/16/2013,27.26
2/17/2013,27.24
2/18/2013,26.92
2/19/2013,27.49
2/20/2013,29.63
2/21/2013,29.75
2/22/2013,30.21
2/23/2013,30.29
2/24/2013,29.82
2/25/2013,30.36
2/26/2013,30.62
2/27/2013,31.05
2/28/2013,32.03
3/1/2013,34.06
3/2/2013,34.31
3/3/2013,34.33
3/4/2013,34.27
3/5/2013,38.11
3/6/2013,40.81
3/7/2013,42
3/8/2013,44.06
3/9/2013,46.25
3/10/2013,46.27
3/11/2013,47.82
3/12/2013,46.51
3/13/2013,45.75
3/14/2013,47.07
3/15/2013,46.88
3/16/2013,46.9
3/17/2013,47.39
3/18/2013,51.02
3/19/2013,52.36
3/20/2013,63.08
3/21/2013,66.51
3/22/2013,69.99
3/23/2013,69.46
3/24/2013,71.02
3/25/2013,73.21
3/26/2013,75.7
3/27/2013,83.42
3/28/2013,86.25
3/29/2013,88.09
3/30/2013,91.96
3/31/2013,92.52
4/1/2013,99.57
4/2/2013,105.68
4/3/2013,121.53
4/4/2013,131.21
4/5/2013,139.76
4/6/2013,142.16
4/7/2013,152.89
4/8/2013,182.51
4/9/2013,189.91
4/10/2013,228.2
4/11/2013,151.04
4/12/2013,117.59
4/13/2013,115
4/14/2013,93.28
4/15/2013,99.52
4/16/2013,68.19
4/17/2013,69.96
4/18/2013,103.87
4/19/2013,115.77
4/20/2013,122.96
4/21/2013,124.28
4/22/2013,123.45
4/23/2013,127.46
4/24/2013,148.82
4/25/2013,152.67
4/26/2013,139.42
4/27/2013,136.7
4/28/2013,127.95
4/29/2013,144.54
4/30/2013,139
5/1/2013,116.99
5/2/2013,105.21
5/3/2013,97.75
5/4/2013,112.5
5/5/2013,115.91
5/6/2013,112.3
5/7/2013,111.5
5/8/2013,113.57
5/9/2013,112.67
5/10/2013,117.2
5/11/2013,115.24
5/12/2013,115
5/13/2013,117.98
5/14/2013,111.5
5/15/2013,114.22
5/16/2013,118.76
5/17/2013,123.01
5/18/2013,123.5
5/19/2013,121.99
5/20/2013,122
5/21/2013,122.88
5/22/2013,123.89
5/23/2013,126.7
5/24/2013,133.2
5/25/2013,131.98
5/26/2013,133.48
5/27/2013,129.74
5/28/2013,129
5/29/2013,132.3
5/30/2013,128.8
5/31/2013,129
6/1/2013,129.3
6/2/2013,122.29
6/3/2013,122.22
6/4/2013,121.42
6/5/2013,121.65
6/6/2013,118
6/7/2013,111.5
6/8/2013,108.3
6/9/2013,100
6/10/2013,106.35
6/11/2013,108.9
6/12/2013,108.15
6/13/2013,104
6/14/2013,99.98
6/15/2013,99.99
6/16/2013,99.51
6/17/2013,101.7
6/18/2013,107.4
6/19/2013,108.25
6/20/2013,110.15
6/21/2013,109.5
6/22/2013,108.3
6/23/2013,107.6
6/24/2013,102.74
6/25/2013,103.95
6/26/2013,104
6/27/2013,101.44
6/28/2013,94.65
6/29/2013,94.99
6/30/2013,96.61
7/1/2013,88.05
7/2/2013,90.13
7/3/2013,77.53
7/4/2013,80.53
7/5/2013,68.43
7/6/2013,70.28
7/7/2013,74.56
7/8/2013,76.52
7/9/2013,76.69
7/10/2013,86.76
7/11/2013,88.98
7/12/2013,93.59
7/13/2013,98.13
7/14/2013,94.69
7/15/2013,98.4
7/16/2013,97.45
7/17/2013,98.5
7/18/2013,90.58
7/19/2013,92.17
7/20/2013,89.39
7/21/2013,90.76
7/22/2013,91.61
7/23/2013,95.56
7/24/2013,94.51
7/25/2013,96.9
7/26/2013,96.02
7/27/2013,94.12
7/28/2013,99.76
7/29/2013,101.2
7/30/2013,107.99
7/31/2013,106.09
8/1/2013,104
8/2/2013,104.5
8/3/2013,104
8/4/2013,105.14
8/5/2013,106.22
8/6/2013,106.75
8/7/2013,106.75
8/8/2013,103
8/9/2013,102.8
8/10/2013,103
8/11/2013,105
8/12/2013,106.64
8/13/2013,109
8/14/2013,112.56
8/15/2013,109.99
8/16/2013,108.99
8/17/2013,113.5
8/18/2013,113.5
8/19/2013,119
8/20/2013,121.21
8/21/2013,123.3
8/22/2013,121.15
8/23/2013,118.5
8/24/2013,120.04
8/25/2013,122.11
8/26/2013,120.06
8/27/2013,126.5
8/28/2013,122.62
8/29/2013,122.39
8/30/2013,133.49
8/31/2013,135.35
9/1/2013,138.34
9/2/2013,135.85
9/3/2013,136.77
9/4/2013,126.74
9/5/2013,126.43
9/6/2013,119.15
9/7/2013,124.15
9/8/2013,121.66
9/9/2013,127.11
9/10/2013,125.91
9/11/2013,135.25
9/12/2013,133.13
9/13/2013,134.98
9/14/2013,129.22
9/15/2013,130.37
9/16/2013,131.72
9/17/2013,131.66
9/18/2013,131.47
9/19/2013,129.65
9/20/2013,127.04
9/21/2013,127.43
9/22/2013,129.12
9/23/2013,125.95
9/24/2013,127.25
9/25/2013,128.22
9/26/2013,128.38
9/27/2013,133.78
9/28/2013,134.78
9/29/2013,137.34
9/30/2013,133
10/1/2013,132.18
10/2/2013,114.13
10/3/2013,123.63
10/4/2013,129.01
10/5/2013,128.55
10/6/2013,129
10/7/2013,126.94
10/8/2013,126
10/9/2013,130.69
10/10/2013,130.59
10/11/2013,130.9
10/12/2013,135.19
10/13/2013,138.13
10/14/2013,140.52
10/15/2013,145.24
10/16/2013,142.55
10/17/2013,146.25
10/18/2013,155.96
10/19/2013,172.42
10/20/2013,174.61
10/21/2013,182.21
10/22/2013,193.76
10/23/2013,213.62
10/24/2013,198.23
10/25/2013,186.69
10/26/2013,177.32
10/27/2013,196.44
10/28/2013,198.55
10/29/2013,204.39
10/30/2013,199.97
10/31/2013,204
11/1/2013,206.18
11/2/2013,206.22
11/3/2013,215.05
11/4/2013,229.1
11/5/2013,245.24
11/6/2013,262.5
11/7/2013,296.41
11/8/2013,338.11
11/9/2013,339.11
11/10/2013,326.62
11/11/2013,342.44
11/12/2013,360.33
11/13/2013,407.37
11/14/2013,420.2
11/15/2013,417.95
11/16/2013,440.22
11/17/2013,492.11
11/18/2013,703.56
11/19/2013,584.61
11/20/2013,590.83
11/21/2013,722.43
11/22/2013,771.44
11/23/2013,797.82
11/24/2013,774.25
11/25/2013,799.11
11/26/2013,928.1
11/27/2013,1001.96
11/28/2013,1031.95
11/29/2013,1131.97
11/30/2013,1129.43
12/1/2013,955.85
12/2/2013,1043.33
12/3/2013,1078.28
12/4/2013,1151.17
12/5/2013,1045.11
12/6/2013,829.45
12/7/2013,698.23
12/8/2013,795.87
12/9/2013,893.19
12/10/2013,988.51
12/11/2013,878.48
12/12/2013,873.26
12/13/2013,892.58
12/14/2013,872.6
12/15/2013,876.12
12/16/2013,705.97
12/17/2013,682.12
12/18/2013,522.7
12/19/2013,691.96
12/20/2013,625.32
12/21/2013,605.66
12/22/2013,617.18
12/23/2013,673.41
12/24/2013,665.58
12/25/2013,682.21
12/26/2013,761.98
12/27/2013,735.07
12/28/2013,727.83
12/29/2013,745.05
12/30/2013,756.13
12/31/2013,754.01
1/1/2014,771.4
1/2/2014,802.39
1/3/2014,818.72
1/4/2014,859.51
1/5/2014,933.53
1/6/2014,953.29
1/7/2014,802
1/8/2014,842.72
1/9/2014,846.86
1/10/2014,868.48
1/11/2014,913.95
1/12/2014,863.22
1/13/2014,841.2
1/14/2014,833.27
1/15/2014,860.9
1/16/2014,835.63
1/17/2014,814.64
1/18/2014,840
1/19/2014,870.96
1/20/2014,870.2
1/21/2014,863.91
1/22/2014,845.59
1/23/2014,822.04
1/24/2014,797.07
1/25/2014,853.61
1/26/2014,885.28
1/27/2014,771.39
1/28/2014,812.51
1/29/2014,826
1/30/2014,819.03
1/31/2014,829.92
2/1/2014,832.58
2/2/2014,825.37
2/3/2014,823.83
2/4/2014,827.96
2/5/2014,811.91
2/6/2014,781.55
2/7/2014,712.4
2/8/2014,673.92
2/9/2014,682.9
2/10/2014,681.03
2/11/2014,672.17
2/12/2014,651.72
2/13/2014,605.24
2/14/2014,661.99
2/15/2014,650.92
2/16/2014,616.63
2/17/2014,626.27
2/18/2014,626.6
2/19/2014,623.03
2/20/2014,556.14
2/21/2014,574.16
2/22/2014,605.42
2/23/2014,605.82
2/24/2014,546.32
2/25/2014,538.71
2/26/2014,582.69
2/27/2014,578.77
2/28/2014,549.26
3/1/2014,565.61
3/2/2014,559.79
3/3/2014,667.76
3/4/2014,666.78
3/5/2014,665.51
3/6/2014,663.86
3/7/2014,629.15
3/8/2014,617.45
3/9/2014,636.96
3/10/2014,627.79
3/11/2014,634.11
3/12/2014,632.1
3/13/2014,638.14
3/14/2014,628.8
3/15/2014,636.12
3/16/2014,631.11
3/17/2014,622.37
3/18/2014,614.83
3/19/2014,609.89
3/20/2014,588.77
3/21/2014,571.49
3/22/2014,565.04
3/23/2014,561.27
3/24/2014,583.41
3/25/2014,583.92
3/26/2014,580.83
3/27/2014,471.24
3/28/2014,495.67
3/29/2014,491.17
3/30/2014,460.27
3/31/2014,457
4/1/2014,478.38
4/2/2014,437.14
4/3/2014,444.72
4/4/2014,447.53
4/5/2014,461.91
4/6/2014,460.5
4/7/2014,449.42
4/8/2014,453.09
4/9/2014,442.73
4/10/2014,365.18
4/11/2014,420.95
4/12/2014,421.12
4/13/2014,414.06
4/14/2014,458.79
4/15/2014,515.59
4/16/2014,527.4
4/17/2014,495.96
4/18/2014,479.64
4/19/2014,501.57
4/20/2014,498.17
4/21/2014,495.77
4/22/2014,487.92
4/23/2014,491.3
4/24/2014,500.46
4/25/2014,461.45
4/26/2014,458.6
4/27/2014,436.39
4/28/2014,440.29
4/29/2014,447.21
4/30/2014,447.64
5/1/2014,457.76
5/2/2014,449.38
5/3/2014,437.76
5/4/2014,436.4
5/5/2014,433.48
5/6/2014,428.96
5/7/2014,438.82
5/8/2014,440.17
5/9/2014,449.46
5/10/2014,454.43
5/11/2014,438.89
5/12/2014,441.46
5/13/2014,440.67
5/14/2014,443.97
5/15/2014,447.25
5/16/2014,448.06
5/17/2014,448.9
5/18/2014,446.26
5/19/2014,446.18
5/20/2014,485.72
5/21/2014,491.77
5/22/2014,524.58
5/23/2014,520.22
5/24/2014,525.14
5/25/2014,571.59
5/26/2014,583.42
5/27/2014,571.24
5/28/2014,577.06
5/29/2014,568.18
5/30/2014,615.33
5/31/2014,623.68
6/1/2014,630.23
6/2/2014,660.62
6/3/2014,667.6
6/4/2014,641.61
6/5/2014,659.26
6/6/2014,653.7
6/7/2014,654.97
6/8/2014,656.14
6/9/2014,649.16
6/10/2014,653.15
6/11/2014,633.02
6/12/2014,586.95
6/13/2014,600.16
6/14/2014,577.36
6/15/2014,592.94
6/16/2014,592.19
6/17/2014,610.86
6/18/2014,607.96
6/19/2014,598.07
6/20/2014,594.15
6/21/2014,594.99
6/22/2014,602.27
6/23/2014,593.98
6/24/2014,582.36
6/25/2014,566.34
6/26/2014,581.14
6/27/2014,597.26
6/28/2014,596.55
6/29/2014,602.72
6/30/2014,639.8
